Nome do Produto,Categoria do Produto,Preço do Produto (R$),Quantidade em Estoque,Filial,Data da Venda 
Corretivo,Eletrônicos,79.34,67,Filial 6,Indisponivel
Sombra de olhos,Alimentos,68.92,50,Filial 4,Indisponivel
Batom matte,Eletrônicos,16.21,14,Filial 6,Indisponivel
Blush em pó,Eletrônicos,9.7,37,Filial 2,Indisponivel
Batom líquido,Eletrodomésticos,82.22,33,Filial 6,Indisponivel
Sombra de olhos,Eletrodomésticos,65.57,57,Filial 10,Indisponivel
Lápis de sobrancelha,Alimentos,53.94,96,Filial 8,Indisponivel
Corretivo,Roupas,24.38,56,Filial 8,Indisponivel
Corretivo,Alimentos,26.15,56,Filial 10,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,44.22,92,Filial 3,Indisponivel
Sombra de olhos,Eletrodomésticos,31.85,24,Filial 9,Indisponivel
Base líquida,Roupas,70.29,20,Filial 1,Indisponivel
Pó compacto,Alimentos,53.54,80,Filial 6,Indisponivel
Blush em pó,Eletrodomésticos,68.22,11,Filial 2,Indisponivel
Batom matte,Eletrodomésticos,93.2,73,Filial 9,Indisponivel
Delineador líquido,Roupas,20.78,89,Filial 9,Indisponivel
Máscara de cílios,Alimentos,7.28,72,Filial 2,Indisponivel
Delineador líquido,Roupas,84.75,69,Filial 3,Indisponivel
Blush em pó,Eletrodomésticos,19.7,74,Filial 1,Indisponivel
Batom líquido,Eletrônicos,17.68,2,Filial 4,Indisponivel
Lápis de sobrancelha,Alimentos,76.56,66,Filial 2,Indisponivel
Pó compacto,Eletrônicos,28.0,1,Filial 5,Indisponivel
Delineador líquido,Eletrodomésticos,44.42,73,Filial 6,Indisponivel
Blush em pó,Alimentos,89.74,9,Filial 4,Indisponivel
Sombra de olhos,Alimentos,89.88,92,Filial 6,Indisponivel
Corretivo,Eletrodomésticos,15.4,25,Filial 1,Indisponivel
Batom matte,Eletrodomésticos,3.05,83,Filial 1,Indisponivel
Delineador líquido,Roupas,43.02,30,Filial 8,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,39.21,38,Filial 6,Indisponivel
Batom matte,Alimentos,61.82,96,Filial 3,Indisponivel
Blush em pó,Roupas,55.76,51,Filial 5,Indisponivel
Corretivo,Roupas,9.73,14,Filial 4,Indisponivel
Lápis de sobrancelha,Roupas,61.57,61,Filial 10,Indisponivel
Delineador líquido,Eletrônicos,75.93,39,Filial 1,Indisponivel
Lápis de sobrancelha,Eletrônicos,97.32,74,Filial 10,Indisponivel
Pó compacto,Eletrodomésticos,26.08,25,Filial 4,Indisponivel
Delineador líquido,Alimentos,84.83,88,Filial 4,Indisponivel
Delineador líquido,Alimentos,29.56,62,Filial 5,Indisponivel
Máscara de cílios,Eletrônicos,69.03,30,Filial 5,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,69.55,3,Filial 1,Indisponivel
Sombra de olhos,Eletrônicos,42.89,67,Filial 6,Indisponivel
Corretivo,Eletrônicos,13.18,67,Filial 3,Indisponivel
Sombra de olhos,Eletrônicos,71.6,24,Filial 4,Indisponivel
Corretivo,Eletrodomésticos,54.92,50,Filial 10,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,66.37,13,Filial 10,Indisponivel
Batom líquido,Eletrônicos,48.64,60,Filial 7,Indisponivel
Blush em pó,Eletrodomésticos,3.34,84,Filial 9,Indisponivel
Blush em pó,Eletrônicos,41.44,2,Filial 1,Indisponivel
Máscara de cílios,Alimentos,80.05,81,Filial 7,Indisponivel
Corretivo,Roupas,5.85,34,Filial 8,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,74.41,29,Filial 6,Indisponivel
Batom matte,Alimentos,16.82,61,Filial 6,Indisponivel
Batom matte,Eletrodomésticos,75.16,51,Filial 10,Indisponivel
Corretivo,Eletrodomésticos,82.46,36,Filial 1,Indisponivel
Blush em pó,Roupas,17.11,74,Filial 3,Indisponivel
Base líquida,Roupas,52.85,55,Filial 9,Indisponivel
Delineador líquido,Eletrônicos,21.95,2,Filial 3,Indisponivel
Máscara de cílios,Alimentos,77.94,57,Filial 2,Indisponivel
Máscara de cílios,Alimentos,74.08,84,Filial 2,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,30.88,89,Filial 10,Indisponivel
Lápis de sobrancelha,Alimentos,56.83,17,Filial 5,Indisponivel
Lápis de sobrancelha,Alimentos,28.48,98,Filial 8,Indisponivel
Delineador líquido,Eletrônicos,32.08,55,Filial 4,Indisponivel
Base líquida,Roupas,53.35,20,Filial 2,Indisponivel
Delineador líquido,Alimentos,12.87,64,Filial 9,Indisponivel
Lápis de sobrancelha,Alimentos,91.79,49,Filial 2,Indisponivel
Batom líquido,Roupas,32.46,70,Filial 8,Indisponivel
Pó compacto,Alimentos,10.31,81,Filial 10,Indisponivel
Batom matte,Roupas,57.86,50,Filial 9,Indisponivel
Corretivo,Roupas,42.34,23,Filial 10,Indisponivel
Base líquida,Eletrodomésticos,80.15,73,Filial 10,Indisponivel
Sombra de olhos,Eletrônicos,97.17,74,Filial 6,Indisponivel
Sombra de olhos,Alimentos,19.25,83,Filial 3,Indisponivel
Delineador líquido,Eletrodomésticos,59.79,73,Filial 9,Indisponivel
Pó compacto,Eletrônicos,21.38,72,Filial 4,Indisponivel
Blush em pó,Eletrodomésticos,37.03,81,Filial 3,Indisponivel
Base líquida,Alimentos,64.19,6,Filial 10,Indisponivel
Blush em pó,Roupas,56.95,74,Filial 10,Indisponivel
Corretivo,Eletrônicos,80.93,75,Filial 7,Indisponivel
Pó compacto,Alimentos,83.98,65,Filial 2,Indisponivel
Lápis de sobrancelha,Roupas,60.52,5,Filial 5,Indisponivel
Pó compacto,Eletrônicos,97.87,53,Filial 9,Indisponivel
Base líquida,Roupas,20.69,94,Filial 6,Indisponivel
Batom matte,Eletrodomésticos,46.28,63,Filial 3,Indisponivel
Blush em pó,Roupas,21.04,23,Filial 8,Indisponivel
Delineador líquido,Roupas,44.34,67,Filial 6,Indisponivel
Lápis de sobrancelha,Roupas,67.04,23,Filial 1,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,14.3,8,Filial 9,Indisponivel
Pó compacto,Eletrônicos,7.96,52,Filial 7,Indisponivel
Blush em pó,Roupas,89.7,84,Filial 8,Indisponivel
Batom líquido,Roupas,40.85,50,Filial 8,Indisponivel
Batom matte,Eletrônicos,38.67,69,Filial 10,Indisponivel
Pó compacto,Alimentos,25.73,62,Filial 2,Indisponivel
Base líquida,Roupas,63.5,78,Filial 7,Indisponivel
Pó compacto,Roupas,90.18,56,Filial 10,Indisponivel
Corretivo,Eletrodomésticos,46.38,24,Filial 10,Indisponivel
Máscara de cílios,Eletrônicos,57.55,2,Filial 5,Indisponivel
Batom líquido,Eletrodomésticos,51.17,60,Filial 5,Indisponivel
Batom líquido,Roupas,66.77,91,Filial 4,Indisponivel
Sombra de olhos,Eletrodomésticos,19.98,47,Filial 9,Indisponivel
Blush em pó,Eletrodomésticos,13.23,87,Filial 1,Indisponivel
Máscara de cílios,Roupas,90.06,49,Filial 5,Indisponivel
Blush em pó,Alimentos,5.12,2,Filial 2,Indisponivel
Pó compacto,Alimentos,4.15,77,Filial 4,Indisponivel
Batom matte,Roupas,63.64,73,Filial 9,Indisponivel
Base líquida,Eletrônicos,36.43,64,Filial 9,Indisponivel
Batom matte,Eletrodomésticos,34.69,1,Filial 7,Indisponivel
Pó compacto,Alimentos,26.39,54,Filial 7,Indisponivel
Lápis de sobrancelha,Alimentos,49.52,93,Filial 2,Indisponivel
Base líquida,Alimentos,13.11,42,Filial 6,Indisponivel
Sombra de olhos,Alimentos,23.43,91,Filial 4,Indisponivel
Batom matte,Eletrônicos,25.8,24,Filial 9,Indisponivel
Batom líquido,Roupas,83.23,65,Filial 5,Indisponivel
Delineador líquido,Alimentos,66.5,17,Filial 3,Indisponivel
Base líquida,Alimentos,82.56,85,Filial 10,Indisponivel
Máscara de cílios,Eletrônicos,6.81,51,Filial 5,Indisponivel
Pó compacto,Roupas,20.04,62,Filial 6,Indisponivel
Blush em pó,Eletrodomésticos,94.79,37,Filial 10,Indisponivel
Sombra de olhos,Alimentos,64.47,85,Filial 4,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,39.25,17,Filial 1,Indisponivel
Corretivo,Eletrônicos,79.51,36,Filial 7,Indisponivel
Base líquida,Eletrônicos,17.29,73,Filial 7,Indisponivel
Delineador líquido,Alimentos,26.04,82,Filial 6,Indisponivel
Lápis de sobrancelha,Eletrônicos,47.93,55,Filial 10,Indisponivel
Batom matte,Eletrodomésticos,68.86,79,Filial 8,Indisponivel
Blush em pó,Alimentos,19.68,40,Filial 2,Indisponivel
Base líquida,Eletrodomésticos,6.59,69,Filial 5,Indisponivel
Corretivo,Roupas,38.96,54,Filial 2,Indisponivel
Sombra de olhos,Roupas,6.41,75,Filial 4,Indisponivel
Máscara de cílios,Eletrônicos,36.43,100,Filial 8,Indisponivel
Sombra de olhos,Eletrônicos,13.17,25,Filial 7,Indisponivel
Corretivo,Roupas,20.19,65,Filial 10,Indisponivel
Batom líquido,Roupas,78.18,86,Filial 4,Indisponivel
Base líquida,Roupas,53.04,18,Filial 3,Indisponivel
Máscara de cílios,Eletrônicos,43.27,9,Filial 5,Indisponivel
Blush em pó,Eletrodomésticos,9.16,39,Filial 2,Indisponivel
Corretivo,Eletrônicos,15.12,59,Filial 8,Indisponivel
Máscara de cílios,Eletrônicos,52.08,42,Filial 3,Indisponivel
Delineador líquido,Eletrônicos,47.07,75,Filial 3,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,79.44,56,Filial 1,Indisponivel
Lápis de sobrancelha,Roupas,6.88,62,Filial 5,Indisponivel
Máscara de cílios,Eletrodomésticos,79.54,82,Filial 10,Indisponivel
Base líquida,Alimentos,32.25,30,Filial 1,Indisponivel
Máscara de cílios,Alimentos,7.95,3,Filial 1,Indisponivel
Sombra de olhos,Roupas,56.82,40,Filial 7,Indisponivel
Corretivo,Eletrônicos,50.21,46,Filial 6,Indisponivel
Blush em pó,Eletrodomésticos,42.61,4,Filial 8,Indisponivel
Batom matte,Eletrônicos,35.14,18,Filial 2,Indisponivel
Pó compacto,Alimentos,34.58,60,Filial 4,Indisponivel
Lápis de sobrancelha,Roupas,13.41,40,Filial 6,Indisponivel
Sombra de olhos,Alimentos,95.82,98,Filial 8,Indisponivel
Base líquida,Eletrodomésticos,18.22,66,Filial 2,Indisponivel
Batom matte,Eletrônicos,65.93,25,Filial 5,Indisponivel
Batom líquido,Alimentos,90.86,56,Filial 3,Indisponivel
Delineador líquido,Alimentos,35.42,100,Filial 8,Indisponivel
Máscara de cílios,Roupas,9.48,65,Filial 1,Indisponivel
Máscara de cílios,Alimentos,75.95,19,Filial 6,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,36.32,40,Filial 1,Indisponivel
Base líquida,Eletrônicos,61.91,13,Filial 8,Indisponivel
Sombra de olhos,Eletrodomésticos,49.19,17,Filial 7,Indisponivel
Blush em pó,Alimentos,96.51,30,Filial 1,Indisponivel
Base líquida,Roupas,97.32,60,Filial 1,Indisponivel
Blush em pó,Roupas,10.18,63,Filial 7,Indisponivel
Lápis de sobrancelha,Alimentos,38.56,44,Filial 5,Indisponivel
Batom matte,Eletrodomésticos,32.38,22,Filial 2,Indisponivel
Delineador líquido,Eletrodomésticos,68.61,50,Filial 3,Indisponivel
Batom matte,Eletrodomésticos,54.35,41,Filial 1,Indisponivel
Base líquida,Eletrônicos,76.32,94,Filial 10,Indisponivel
Corretivo,Alimentos,20.19,19,Filial 1,Indisponivel
Sombra de olhos,Eletrodomésticos,44.74,97,Filial 1,Indisponivel
Blush em pó,Roupas,29.14,31,Filial 3,Indisponivel
Delineador líquido,Eletrodomésticos,86.69,40,Filial 1,Indisponivel
Batom matte,Roupas,93.73,75,Filial 8,Indisponivel
Lápis de sobrancelha,Roupas,48.51,18,Filial 3,Indisponivel
Sombra de olhos,Eletrodomésticos,83.1,73,Filial 8,Indisponivel
Base líquida,Roupas,6.64,89,Filial 10,Indisponivel
Lápis de sobrancelha,Alimentos,71.78,92,Filial 9,Indisponivel
Batom líquido,Eletrodomésticos,54.07,93,Filial 10,Indisponivel
Delineador líquido,Roupas,8.43,47,Filial 8,Indisponivel
Pó compacto,Eletrodomésticos,53.2,77,Filial 8,Indisponivel
Blush em pó,Roupas,25.23,84,Filial 9,Indisponivel
Delineador líquido,Alimentos,86.28,47,Filial 10,Indisponivel
Blush em pó,Eletrônicos,48.8,3,Filial 4,Indisponivel
Corretivo,Eletrodomésticos,95.9,24,Filial 2,Indisponivel
Blush em pó,Eletrônicos,15.08,90,Filial 3,Indisponivel
Corretivo,Roupas,78.02,38,Filial 3,Indisponivel
Máscara de cílios,Roupas,1.03,65,Filial 7,Indisponivel
Base líquida,Eletrônicos,22.4,28,Filial 7,Indisponivel
Delineador líquido,Roupas,14.18,94,Filial 2,Indisponivel
Pó compacto,Roupas,22.41,41,Filial 7,Indisponivel
Corretivo,Roupas,34.14,47,Filial 10,Indisponivel
Pó compacto,Alimentos,52.21,66,Filial 8,Indisponivel
Máscara de cílios,Roupas,83.15,39,Filial 10,Indisponivel
Blush em pó,Roupas,64.02,60,Filial 3,Indisponivel
Delineador líquido,Roupas,62.97,82,Filial 2,Indisponivel
Máscara de cílios,Roupas,57.62,82,Filial 6,Indisponivel
Pó compacto,Alimentos,58.2,18,Filial 3,Indisponivel
Lápis de sobrancelha,Alimentos,50.74,75,Filial 9,Indisponivel
Sombra de olhos,Roupas,87.36,22,Filial 3,Indisponivel
Blush em pó,Eletrônicos,7.62,19,Filial 8,Indisponivel
Máscara de cílios,Eletrônicos,88.87,65,Filial 4,Indisponivel
Corretivo,Alimentos,41.45,32,Filial 9,Indisponivel
Blush em pó,Alimentos,16.36,6,Filial 6,Indisponivel
Batom matte,Alimentos,7.58,97,Filial 2,Indisponivel
Batom líquido,Alimentos,43.68,77,Filial 6,Indisponivel
Sombra de olhos,Eletrodomésticos,49.21,56,Filial 10,Indisponivel
Corretivo,Roupas,52.52,92,Filial 9,Indisponivel
Batom líquido,Eletrodomésticos,84.34,96,Filial 2,Indisponivel
Sombra de olhos,Alimentos,23.46,44,Filial 8,Indisponivel
Base líquida,Eletrodomésticos,25.65,49,Filial 4,Indisponivel
Batom matte,Eletrodomésticos,59.09,56,Filial 5,Indisponivel
Batom líquido,Eletrônicos,72.79,79,Filial 1,Indisponivel
Blush em pó,Alimentos,41.36,4,Filial 6,Indisponivel
Delineador líquido,Roupas,44.86,41,Filial 7,Indisponivel
Sombra de olhos,Roupas,68.02,48,Filial 9,Indisponivel
Lápis de sobrancelha,Eletrônicos,67.85,85,Filial 2,Indisponivel
Delineador líquido,Roupas,68.63,28,Filial 10,Indisponivel
Delineador líquido,Eletrônicos,60.93,52,Filial 6,Indisponivel
Delineador líquido,Roupas,9.28,40,Filial 1,Indisponivel
Blush em pó,Eletrônicos,4.11,50,Filial 8,Indisponivel
Batom líquido,Eletrodomésticos,28.2,13,Filial 4,Indisponivel
Lápis de sobrancelha,Alimentos,56.7,19,Filial 8,Indisponivel
Batom matte,Alimentos,24.67,6,Filial 6,Indisponivel
Delineador líquido,Eletrônicos,63.19,26,Filial 9,Indisponivel
Sombra de olhos,Alimentos,50.51,79,Filial 2,Indisponivel
Blush em pó,Roupas,74.39,2,Filial 7,Indisponivel
Batom matte,Roupas,29.8,52,Filial 9,Indisponivel
Batom matte,Alimentos,42.88,92,Filial 1,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,27.61,85,Filial 10,Indisponivel
Sombra de olhos,Eletrônicos,67.28,10,Filial 8,Indisponivel
Lápis de sobrancelha,Roupas,61.02,88,Filial 5,Indisponivel
Pó compacto,Eletrodomésticos,36.12,94,Filial 9,Indisponivel
Lápis de sobrancelha,Alimentos,86.62,71,Filial 1,Indisponivel
Batom matte,Eletrônicos,75.74,4,Filial 2,Indisponivel
Corretivo,Roupas,31.61,16,Filial 4,Indisponivel
Corretivo,Alimentos,21.64,84,Filial 1,Indisponivel
Delineador líquido,Eletrônicos,70.46,32,Filial 10,Indisponivel
Lápis de sobrancelha,Alimentos,74.94,99,Filial 1,Indisponivel
Pó compacto,Roupas,84.56,13,Filial 8,Indisponivel
Pó compacto,Roupas,75.04,5,Filial 3,Indisponivel
Corretivo,Roupas,64.5,22,Filial 6,Indisponivel
Corretivo,Eletrodomésticos,26.92,20,Filial 6,Indisponivel
Pó compacto,Alimentos,15.55,33,Filial 6,Indisponivel
Lápis de sobrancelha,Roupas,79.32,30,Filial 8,Indisponivel
Pó compacto,Alimentos,19.41,29,Filial 1,Indisponivel
Batom matte,Eletrodomésticos,42.6,82,Filial 2,Indisponivel
Batom matte,Alimentos,47.36,7,Filial 9,Indisponivel
Base líquida,Alimentos,95.32,46,Filial 8,Indisponivel
Lápis de sobrancelha,Eletrônicos,58.92,53,Filial 4,Indisponivel
Blush em pó,Alimentos,20.96,54,Filial 10,Indisponivel
Lápis de sobrancelha,Eletrônicos,56.19,3,Filial 8,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,82.93,45,Filial 7,Indisponivel
Máscara de cílios,Eletrodomésticos,55.48,100,Filial 3,Indisponivel
Batom líquido,Roupas,82.32,87,Filial 5,Indisponivel
Lápis de sobrancelha,Roupas,12.41,50,Filial 5,Indisponivel
Corretivo,Eletrodomésticos,43.73,81,Filial 1,Indisponivel
Base líquida,Roupas,56.22,94,Filial 7,Indisponivel
Blush em pó,Eletrodomésticos,8.65,42,Filial 3,Indisponivel
Máscara de cílios,Roupas,77.25,86,Filial 10,Indisponivel
Base líquida,Eletrônicos,21.78,86,Filial 9,Indisponivel
Corretivo,Roupas,60.92,99,Filial 1,Indisponivel
Delineador líquido,Alimentos,99.05,32,Filial 6,Indisponivel
Base líquida,Eletrodomésticos,92.03,32,Filial 4,Indisponivel
Delineador líquido,Eletrônicos,81.42,80,Filial 10,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,21.67,37,Filial 6,Indisponivel
Máscara de cílios,Eletrodomésticos,26.61,7,Filial 10,Indisponivel
Corretivo,Eletrônicos,47.57,25,Filial 3,Indisponivel
Batom matte,Eletrodomésticos,60.31,5,Filial 6,Indisponivel
Blush em pó,Eletrônicos,97.53,100,Filial 7,Indisponivel
Blush em pó,Eletrodomésticos,41.76,99,Filial 7,Indisponivel
Máscara de cílios,Eletrônicos,20.74,70,Filial 5,Indisponivel
Máscara de cílios,Eletrônicos,84.84,4,Filial 9,Indisponivel
Batom matte,Alimentos,37.32,81,Filial 10,Indisponivel
Delineador líquido,Eletrônicos,57.3,36,Filial 8,Indisponivel
Delineador líquido,Eletrônicos,24.43,77,Filial 4,Indisponivel
Sombra de olhos,Eletrônicos,18.84,25,Filial 6,Indisponivel
Batom líquido,Eletrodomésticos,23.15,60,Filial 5,Indisponivel
Sombra de olhos,Eletrônicos,38.02,78,Filial 6,Indisponivel
Corretivo,Alimentos,15.5,8,Filial 4,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,64.19,86,Filial 7,Indisponivel
Corretivo,Eletrodomésticos,73.74,27,Filial 1,Indisponivel
Máscara de cílios,Roupas,56.66,63,Filial 4,Indisponivel
Batom líquido,Eletrodomésticos,79.75,92,Filial 1,Indisponivel
Base líquida,Eletrônicos,49.13,95,Filial 1,Indisponivel
Blush em pó,Eletrônicos,55.96,48,Filial 1,Indisponivel
Delineador líquido,Alimentos,41.01,48,Filial 9,Indisponivel
Pó compacto,Eletrônicos,21.23,62,Filial 9,Indisponivel
Batom matte,Roupas,88.26,81,Filial 10,Indisponivel
Base líquida,Roupas,92.53,85,Filial 3,Indisponivel
Batom líquido,Eletrodomésticos,42.16,68,Filial 4,Indisponivel
Pó compacto,Alimentos,19.27,6,Filial 1,Indisponivel
Delineador líquido,Eletrônicos,32.72,98,Filial 9,Indisponivel
Máscara de cílios,Roupas,41.06,82,Filial 8,Indisponivel
Corretivo,Roupas,62.64,97,Filial 8,Indisponivel
Batom matte,Roupas,86.17,75,Filial 9,Indisponivel
Corretivo,Roupas,16.22,99,Filial 9,Indisponivel
Máscara de cílios,Alimentos,30.31,29,Filial 2,Indisponivel
Base líquida,Alimentos,79.59,30,Filial 10,Indisponivel
Máscara de cílios,Alimentos,26.36,20,Filial 10,Indisponivel
Blush em pó,Alimentos,47.68,79,Filial 1,Indisponivel
Pó compacto,Eletrodomésticos,11.95,9,Filial 2,Indisponivel
Delineador líquido,Alimentos,86.15,16,Filial 2,Indisponivel
Pó compacto,Eletrônicos,43.97,43,Filial 5,Indisponivel
Lápis de sobrancelha,Roupas,65.26,79,Filial 7,Indisponivel
Base líquida,Roupas,99.74,42,Filial 10,Indisponivel
Batom líquido,Eletrodomésticos,86.33,36,Filial 6,Indisponivel
Corretivo,Alimentos,25.76,97,Filial 1,Indisponivel
Lápis de sobrancelha,Roupas,70.35,21,Filial 9,Indisponivel
Batom líquido,Eletrônicos,81.25,40,Filial 2,Indisponivel
Batom líquido,Eletrônicos,77.41,81,Filial 3,Indisponivel
Corretivo,Roupas,13.18,54,Filial 6,Indisponivel
Lápis de sobrancelha,Alimentos,21.93,30,Filial 8,Indisponivel
Máscara de cílios,Roupas,23.57,13,Filial 3,Indisponivel
Batom líquido,Roupas,70.31,88,Filial 8,Indisponivel
Base líquida,Eletrodomésticos,9.41,94,Filial 6,Indisponivel
Máscara de cílios,Eletrodomésticos,32.09,78,Filial 2,Indisponivel
Batom matte,Roupas,24.61,81,Filial 6,Indisponivel
Base líquida,Eletrodomésticos,86.68,85,Filial 8,Indisponivel
Base líquida,Alimentos,4.47,2,Filial 1,Indisponivel
Pó compacto,Eletrodomésticos,73.72,49,Filial 5,Indisponivel
Batom matte,Alimentos,64.62,96,Filial 5,Indisponivel
Blush em pó,Roupas,34.93,54,Filial 8,Indisponivel
Batom matte,Roupas,78.29,88,Filial 8,Indisponivel
Corretivo,Eletrodomésticos,67.08,44,Filial 10,Indisponivel
Batom líquido,Roupas,98.47,89,Filial 6,Indisponivel
Blush em pó,Eletrodomésticos,39.86,36,Filial 10,Indisponivel
Máscara de cílios,Roupas,65.23,52,Filial 8,Indisponivel
Pó compacto,Eletrônicos,50.8,77,Filial 10,Indisponivel
Blush em pó,Eletrodomésticos,16.77,16,Filial 5,Indisponivel
Base líquida,Roupas,16.7,26,Filial 7,Indisponivel
Lápis de sobrancelha,Alimentos,15.19,30,Filial 10,Indisponivel
Blush em pó,Eletrodomésticos,37.35,36,Filial 10,Indisponivel
Pó compacto,Eletrodomésticos,12.8,11,Filial 8,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,51.72,65,Filial 6,Indisponivel
Batom matte,Eletrodomésticos,72.4,96,Filial 8,Indisponivel
